Cena,Cena za metr,Pokoje,Powierzchnia1,Link,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Obsługa zdalna,Ogrzewanie
902000,12453,4,"72,43",https://www.otodom.pl/pl/oferta/bialoleka-4-pokoje-72-m2-bez-prowizji-kredyt-ID4o2e1,"72,43 m²",Zapytaj,4 ,Zapytaj,1/3,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
694278,12900,3,"53,82",https://www.otodom.pl/pl/oferta/bialoleka-3-pokoje-54-m2-bez-prowizji-kredyt-ID4o2e0,"53,82 m²",Zapytaj,3 ,Zapytaj,1/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,inne
639288,11700,4,"54,64",https://www.otodom.pl/pl/oferta/bialoleka-4-pokoje-55-m2-bez-prowizji-kredyt-ID4o2dZ,"54,64 m²",Zapytaj,4 ,Zapytaj,parter/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,inne
754066,12650,3,"59,61",https://www.otodom.pl/pl/oferta/bialoleka-3-pokoje-60-m2-bez-prowizji-kredyt-ID4o2dY,"59,61 m²",Zapytaj,3 ,Zapytaj,2/2,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,gazowe
1024356,14534,3,"70,48",https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-bemowo-ID4o2dX,"70,48 m²",Zapytaj,3 ,Zapytaj,parter/5,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
679000,14571,3,"46,6",https://www.otodom.pl/pl/oferta/okazjaod-zarazz-ogrodkiem-ID4o2dV,"46,6 m²",Zapytaj,3 ,do remontu,parter/4,ogródek,700 zł,Zapytaj,Zapytaj,Zapytaj
820000,14221,2,"57,66",https://www.otodom.pl/pl/oferta/2-pokoje-duza-widna-kuchnia-lazienka-z-oknem-ursyn-ID4o2dU,"57,66 m²",pełna własność,2 ,do zamieszkania,2/4,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
735000,20417,2,36,https://www.otodom.pl/pl/oferta/prestizowa-i-historyczna-lokalizacja-do-wejscia-ID4o2dx,36 m²,pełna własność,2 ,do zamieszkania,3/4,balkon,500 zł,Zapytaj,Zapytaj,miejskie
600000,8737,3,"68,67",https://www.otodom.pl/pl/oferta/mieszkanie-68-67-m-warszawa-ID4o2cs,"68,67 m²",Zapytaj,3 ,Zapytaj,parter/1,"ogródek, taras",Zapytaj,Zapytaj,Zapytaj,Zapytaj
698000,13960,2,50,https://www.otodom.pl/pl/oferta/do-wejsciabalkonzielonodobra-komunikacja-ID4o2cr,50 m²,pełna własność,2 ,do zamieszkania,4/4,balkon,650 zł,Zapytaj,Zapytaj,miejskie
1627500,25000,2,"65,1",https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-osiedlu-przy-ul-stawki-6-ID4o2bK,"65,1 m²",pełna własność,2 ,do zamieszkania,4/6,balkon,800 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
1276000,22053,2,"57,86",https://www.otodom.pl/pl/oferta/wilanow-58-m2-2-pokoje-narozne-ostatnie-pietro-ID4o2bH,"57,86 m²",pełna własność,2 ,do zamieszkania,4/4,balkon,1 050 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
880000,16467,2,"53,44",https://www.otodom.pl/pl/oferta/idealne-na-wynajem-m2-w-centrum-miasta-po-remoncie-ID4o2bp,"53,44 m²",Zapytaj,2 ,do zamieszkania,5/6,balkon,650 zł,Zapytaj,Zapytaj,miejskie
663000,19500,1,34,https://www.otodom.pl/pl/oferta/studio-w-inwestycji-cybernetyki-17-na-sluzewcu-ID4o2bm,34 m²,pełna własność,Zapytaj,do zamieszkania,5/7,"balkon, taras",500 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
4684134,29900,4,"156,66",https://www.otodom.pl/pl/oferta/elegancki-apartament-na-saskiej-kepie-ID4o2b6,"156,66 m²",pełna własność,4 ,do zamieszkania,3/5,"balkon, ogródek, taras",2 030 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
3993020,26500,4,"150,68",https://www.otodom.pl/pl/oferta/piekny-czteropokojowy-apartament-na-saskiej-kepie-ID4o2b4,"150,68 m²",pełna własność,4 ,do zamieszkania,1/5,"balkon, ogródek, taras",2 000 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
1521920,29000,2,"52,48",https://www.otodom.pl/pl/oferta/przytulny-apartament-na-saskiej-kepie-ID4o2b3,"52,48 m²",pełna własność,2 ,do zamieszkania,parter/5,"balkon, ogródek, taras",700 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
615000,13487,2,"45,6",https://www.otodom.pl/pl/oferta/2-pokojowe-45-6m2-bemowo-blisko-metro-ID4o2aA,"45,6 m²",pełna własność,2 ,do remontu,3/10,balkon,600 zł,Zapytaj,Zapytaj,Zapytaj
960000,15000,3,64,https://www.otodom.pl/pl/oferta/3-pokoje-duza-loggia-brodno-ID4o29L,64 m²,Zapytaj,3 ,Zapytaj,4/8,Zapytaj,1 000 zł,Zapytaj,Zapytaj,Zapytaj
463100,12300,2,"37,65",https://www.otodom.pl/pl/oferta/20min-do-centrum-2-pok-czynsz-247zl-wysoki-standa-ID4o29o,"37,65 m²",pełna własność,2 ,do wykończenia,1/2,balkon,247 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
1328880,28000,2,"47,46",https://www.otodom.pl/pl/oferta/piekne-mieszkanie-przy-ul-gornoslaskiej-ID4o27V,"47,46 m²",pełna własność,2 ,do zamieszkania,1/5,Zapytaj,800 zł,Zapytaj,Zapytaj,miejskie
749000,17833,2,42,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-kredyt-2-500m-metro-wilanowska-ID4o27O,42 m²,pełna własność,2 ,Zapytaj,1/10,Zapytaj,890 zł,Zapytaj,Zapytaj,miejskie
959000,9590,4,100,https://www.otodom.pl/pl/oferta/dwa-niezalezne-wejscia-o-powierzchni-100m2-ID4o27G,100 m²,pełna własność,4 ,do zamieszkania,3/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,gazowe
738447,13100,3,"56,37",https://www.otodom.pl/pl/oferta/3-pok-blisko-lasu-idealne-dla-rodziny-bielany-ID4o27j,"56,37 m²",pełna własność,3 ,Zapytaj,2/3,ogródek,Zapytaj,Zapytaj,Zapytaj,gazowe
780983,17995,2,"43,4",https://www.otodom.pl/pl/oferta/2-pokojwe-mieszkanie-przy-parku-szczesliwickim-ID4o274,"43,4 m²",pełna własność,2 ,do zamieszkania,3/6,balkon,600 zł,Zapytaj,Zapytaj,inne
699000,18892,2,37,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-komorka-spokojna-okolica-ID4o26O,37 m²,pełna własność,2 ,do zamieszkania,1/2,balkon,770 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
799000,12784,3,"62,5",https://www.otodom.pl/pl/oferta/blisko-ronda-wiatraczna-rozkladowe-z-loggia-ID4o26H,"62,5 m²",Zapytaj,3 ,do zamieszkania,7/16,balkon,1 300 zł,Zapytaj,Zapytaj,miejskie
"796897,80",12631,3,"63,09",https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-nowodwory-ID4o26D,"63,09 m²",Zapytaj,3 ,do wykończenia,2/4,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
935000,16690,2,"56,02",https://www.otodom.pl/pl/oferta/dwa-pokoje-przy-metrze-kabaty-ID4o261,"56,02 m²",Zapytaj,2 ,do zamieszkania,6/7,balkon,800 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
880000,16576,2,"53,09",https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-aura-sky-ID4o25O,"53,09 m²",pełna własność,2 ,do zamieszkania,2/26,balkon,700 zł,Zapytaj,Zapytaj,miejskie
717600,11089,4,"64,71",https://www.otodom.pl/pl/oferta/mieszkanie-nowe-4-pok-65-m2-ul-aluzyjna-2-ID4o255,"64,71 m²",pełna własność,4 ,do wykończenia,1/4,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,gazowe
440000,15385,1,"28,6",https://www.otodom.pl/pl/oferta/jednopokojowe-100m-od-stacji-metro-brod-ID4o24E,"28,6 m²",pełna własność,Zapytaj,do wykończenia,parter/4,Zapytaj,370 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
799999,13115,3,61,https://www.otodom.pl/pl/oferta/kredyt-2-blisko-metra-przy-parku-gorczewska-ID4o24w,61 m²,spółdzielcze wł. prawo do lokalu,3 ,do zamieszkania,1/9,balkon,850 zł,garaż/miejsce parkingowe,tak,miejskie
1044680,20500,2,"50,96",https://www.otodom.pl/pl/oferta/mieszkanie-50-96-m-warszawa-ID4o24r,"50,96 m²",pełna własność,2 ,Zapytaj,4/8,taras,Zapytaj,Zapytaj,Zapytaj,Zapytaj
1250000,21552,2,58,https://www.otodom.pl/pl/oferta/metro-swietokrzyska-58m2-do-remontu-okazja-ID4o246,58 m²,pełna własność,2 ,do remontu,3/6,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
909000,18180,4,50,https://www.otodom.pl/pl/oferta/4-pokoje-po-generalnym-metro-wierzbno-raclawicka-ID4o242,50 m²,pełna własność,4 ,do zamieszkania,3/10,balkon,800 zł,Zapytaj,Zapytaj,miejskie
1070000,17258,3,62,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-sprzedaz-ID4o23T,62 m²,pełna własność,3 ,Zapytaj,1/8,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
650000,14130,2,46,https://www.otodom.pl/pl/oferta/2-pokoje-w-nowym-budownictwie-balkon-bialoleka-ID4o23k,46 m²,pełna własność,2 ,do zamieszkania,2/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
790000,14107,2,56,https://www.otodom.pl/pl/oferta/2-pokoje-2-balkony-ogrodek-ul-suchodolska-ID4o227,56 m²,pełna własność,2 ,do zamieszkania,parter/2,"balkon, ogródek",700 zł,Zapytaj,Zapytaj,miejskie
699000,15000,3,"46,6",https://www.otodom.pl/pl/oferta/ogrod-dobra-komunikacja-mile-sasiedztwo-ID4o21Y,"46,6 m²",Zapytaj,3 ,do remontu,parter/4,ogródek,700 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
599000,13950,2,"42,94",https://www.otodom.pl/pl/oferta/idealna-lokalizacja-obok-galerii-12-min-do-metra-ID4o21V,"42,94 m²",Zapytaj,2 ,do remontu,7/10,balkon,700 zł,Zapytaj,Zapytaj,miejskie
740000,26948,1,"27,46",https://www.otodom.pl/pl/oferta/27-m2-idealne-do-inwestycji-blisko-m1-ID4o21W,"27,46 m²",pełna własność,Zapytaj,do zamieszkania,3/5,balkon,400 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
455000,23333,1,"19,5",https://www.otodom.pl/pl/oferta/kawalerka-na-zoliborzu-455-tys-prawdziwa-okazja-ID4o21T,"19,5 m²",Zapytaj,Zapytaj,do zamieszkania,5/10,Zapytaj,503 zł,Zapytaj,Zapytaj,miejskie
997000,14770,3,"67,5",https://www.otodom.pl/pl/oferta/ciche-funkcjonalne-mieszkanie-w-niskiej-zabudowie-ID4o21S,"67,5 m²",pełna własność,3 ,Zapytaj,2/3,Zapytaj,890 zł,Zapytaj,Zapytaj,miejskie
600000,13106,2,"45,78",https://www.otodom.pl/pl/oferta/2-niezalezne-pokoje-blisko-centrum-ID4o21A,"45,78 m²",pełna własność,2 ,do wykończenia,3/3,Zapytaj,800 zł,Zapytaj,Zapytaj,miejskie
920000,21311,2,"43,17",https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-43-17-mkw-na-goclawiu-ID4o21s,"43,17 m²",pełna własność,2 ,do zamieszkania,5/5,ogródek,1 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
570000,15405,2,37,https://www.otodom.pl/pl/oferta/narozne-mieszkanie-w-kamienicy-ID4o21g,37 m²,pełna własność,2 ,do zamieszkania,1/3,Zapytaj,450 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
695000,14914,3,"46,6",https://www.otodom.pl/pl/oferta/warszawa-mokotow-ul-sobieskiego-ID4o21c,"46,6 m²",Zapytaj,3 ,Zapytaj,parter/4,ogródek,700 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1150000,23000,2,50,https://www.otodom.pl/pl/oferta/kamienica-z-winda-mieszkanie-2-pok-wysokosc-3-20-ID4o20O,50 m²,pełna własność,2 ,do zamieszkania,3/5,balkon,Zapytaj,Zapytaj,Zapytaj,Zapytaj
615162,11100,3,"55,42",https://www.otodom.pl/pl/oferta/3pok55-42mkwbezpiecznykredyt2-nowe-ID4o204,"55,42 m²",pełna własność,3 ,do wykończenia,3/5,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
1567678,13097,4,"119,7",https://www.otodom.pl/pl/oferta/bemowo-i-4-pokoje-i-metro-i-gotowe-ID4o1ZW,"119,7 m²",Zapytaj,4 ,Zapytaj,1/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
1655158,13990,4,"118,31",https://www.otodom.pl/pl/oferta/4-pokoje-i-taras-i-metro-i-bez-pcc-ID4o1ZT,"118,31 m²",Zapytaj,4 ,Zapytaj,2/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
619100,12139,3,51,https://www.otodom.pl/pl/oferta/taras-56m2-widna-kuchnia-m3-12min-do-metra-ID4o1Z0,51 m²,pełna własność,3 ,do wykończenia,1/2,"balkon, taras",350 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
799990,17505,2,"45,7",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-osobna-widna-kuchnia-ID4o1YT,"45,7 m²",pełna własność,2 ,do zamieszkania,1/4,balkon,600 zł,Zapytaj,Zapytaj,miejskie
2100000,17500,5,120,https://www.otodom.pl/pl/oferta/apt-o-pow-120m2-5-pok-2-balkony-ursynow-lux-ID4o1X1,120 m²,pełna własność,5 ,do zamieszkania,1/8,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
741000,12350,3,60,https://www.otodom.pl/pl/oferta/ogrod-176m2-widok-na-las-widna-kuchnia-gotowe-ID4o1Vz,60 m²,pełna własność,3 ,do wykończenia,parter/3,"ogródek, taras",390 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
1710000,22800,3,75,https://www.otodom.pl/pl/oferta/do-sprzedania-mieszkanie-3-pokojowe-ID4o1Vm,75 m²,pełna własność,3 ,Zapytaj,3/5,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
829935,15692,3,"52,89",https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-3-pokojowe-mieszkanie-ursynow-ID4o1Vl,"52,89 m²",Zapytaj,3 ,Zapytaj,1/5,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
628020,16919,2,"37,12",https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-2-pokojowe-mieszkanie-ursynow-ID4o1Vi,"37,12 m²",Zapytaj,2 ,Zapytaj,1/5,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
587664,11200,3,"52,47",https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-bialoleka-ID4o1Vh,"52,47 m²",Zapytaj,3 ,Zapytaj,2/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1170000,16250,3,72,https://www.otodom.pl/pl/oferta/do-sprzedania-3-pokojowe-mieszkanie-ID4o1Vf,72 m²,Zapytaj,3 ,Zapytaj,parter/5,"ogródek, taras",Zapytaj,Zapytaj,Zapytaj,Zapytaj
490496,12800,2,"38,32",https://www.otodom.pl/pl/oferta/2pok38-32mkwbezpiecznykredyt2-nowe-ID4o1WU,"38,32 m²",pełna własność,2 ,do wykończenia,1/5,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
1060000,13713,3,"77,3",https://www.otodom.pl/pl/oferta/apartament-z-tarasem-130m2-w-zabkach-ID4o1Wp,"77,3 m²",pełna własność,3 ,do zamieszkania,parter/4,taras,800 zł,Zapytaj,Zapytaj,miejskie
420000,20864,1,"20,13",https://www.otodom.pl/pl/oferta/mieszkanie-20-13-m-warszawa-ID4o1Wn,"20,13 m²",Zapytaj,Zapytaj,do remontu,3/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
459000,18000,10,"25,5",https://www.otodom.pl/pl/oferta/kawalerka-do-wprowadzenia-m-ks-janusza-ID4o1Wm,"25,5 m²",Zapytaj,Zapytaj,Zapytaj,5/7,balkon,520 zł,Zapytaj,Zapytaj,miejskie
479000,12500,2,"38,32",https://www.otodom.pl/pl/oferta/mieszkanie-38-32-m2-2-pokoje-rembertow-ID4o1UE,"38,32 m²",pełna własność,2 ,do wykończenia,parter/5,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
525000,21000,1,25,https://www.otodom.pl/pl/oferta/zoliborz-25-m2-kw-metro-arkadia-ID4o1UB,25 m²,pełna własność,Zapytaj,do zamieszkania,parter/10,Zapytaj,400 zł,Zapytaj,tak,miejskie
675000,14362,3,47,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-ogrodkiem-na-parterze-do-r-ID4o1Ty,47 m²,Zapytaj,3 ,do remontu,parter/4,ogródek,700 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
750000,13902,2,"53,95",https://www.otodom.pl/pl/oferta/2-pok-piekny-taras-garderoba-garaz-komorka-ID4o1ST,"53,95 m²",Zapytaj,2 ,Zapytaj,1/8,taras,695 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
2299000,19088,5,"120,44",https://www.otodom.pl/pl/oferta/5-pokojowy-apartament-dla-rodziny-na-zoliborzu-ID4o1SQ,"120,44 m²",pełna własność,5 ,do zamieszkania,1/6,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
2299000,19088,4,"120,44",https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-dla-rodziny-na-zoliborzu-ID4o1SO,"120,44 m²",pełna własność,4 ,do zamieszkania,1/6,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
969000,13458,4,72,https://www.otodom.pl/pl/oferta/mieszkanie-72-m2-4-pokoje-warszawa-ursynow-ID4o1Sp,72 m²,Zapytaj,4 ,do wykończenia,4/4,"balkon, taras",800 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
525000,21000,1,25,https://www.otodom.pl/pl/oferta/srodmiescie-25-m2-kw-metro-muranow-ID4o1Se,25 m²,pełna własność,Zapytaj,do zamieszkania,parter/10,Zapytaj,400 zł,Zapytaj,Zapytaj,miejskie
829000,17453,3,"47,5",https://www.otodom.pl/pl/oferta/przytulne-i-przestronne-mieszkanie-3-pokoje-gar-ID4o1S9,"47,5 m²",spółdzielcze wł. prawo do lokalu,3 ,do zamieszkania,parter/4,Zapytaj,750 zł,Zapytaj,Zapytaj,miejskie
749000,17953,2,"41,72",https://www.otodom.pl/pl/oferta/dwa-pokoje-wykonczone-z-pelnym-wyposazeniem-ID4o1RS,"41,72 m²",pełna własność,2 ,do zamieszkania,1/3,balkon,400 zł,garaż/miejsce parkingowe,tak,gazowe
626938,11601,3,"54,04",https://www.otodom.pl/pl/oferta/gotowe-wysoki-standard-czynsz-355zl-20min-do-centr-ID4o1Rb,"54,04 m²",pełna własność,3 ,do wykończenia,2/3,balkon,355 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
1600000,18391,4,87,https://www.otodom.pl/pl/oferta/ul-libijska-4-pokoje-na-saskiej-kepie-ID4o1QX,87 m²,pełna własność,4 ,Zapytaj,2/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
740000,11935,3,62,https://www.otodom.pl/pl/oferta/mieszkanie-gotowe-do-wprowadzenia-3-pokoje-ID4o1QM,62 m²,Zapytaj,3 ,do zamieszkania,parter/12,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
759000,13534,2,"56,08",https://www.otodom.pl/pl/oferta/2-pokoje-56m2-100m-do-metra-natolin-ID4o1Qq,"56,08 m²",Zapytaj,2 ,do wykończenia,> 10/15,Zapytaj,700 zł,Zapytaj,Zapytaj,miejskie
990000,24146,2,41,https://www.otodom.pl/pl/oferta/2-pokojowe-41m2-do-wprowadzenia-ID4o1Qp,41 m²,pełna własność,2 ,do zamieszkania,1/5,balkon,430 zł,Zapytaj,Zapytaj,miejskie
544000,20148,1,27,https://www.otodom.pl/pl/oferta/kawalerka-27m2-nowolipki-ID4o1Qn,27 m²,Zapytaj,Zapytaj,do zamieszkania,2/9,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie
567675,13500,2,"42,05",https://www.otodom.pl/pl/oferta/nowe-dwupokojowe-mieszkanie-z-ogrodkiem-ID4o1PQ,"42,05 m²",pełna własność,2 ,Zapytaj,parter/2,ogródek,Zapytaj,Zapytaj,Zapytaj,miejskie
1900000,18447,3,103,https://www.otodom.pl/pl/oferta/przestronny-apartament-na-mokotowie-ID4o1OW,103 m²,Zapytaj,3 ,Zapytaj,2/4,taras,1 400 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
635000,17162,2,37,https://www.otodom.pl/pl/oferta/1-2-pokoje-balkon-niska-zabudowa-muzeum-polin-ID4o1OM,37 m²,Zapytaj,2 ,Zapytaj,3/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie
900000,18876,2,"47,68",https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-47-metrowe-mieszkanie-ID4o1OD,"47,68 m²",pełna własność,2 ,do zamieszkania,1/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
930000,12917,3,72,https://www.otodom.pl/pl/oferta/komfortowe-72-m2-na-skoroszach-ID4o1Ow,72 m²,pełna własność,3 ,do zamieszkania,5/6,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
1050000,14000,3,75,https://www.otodom.pl/pl/oferta/ladne-3-pokoje-z-garazem-i-komorka-ID4o1Or,75 m²,pełna własność,3 ,Zapytaj,6/7,balkon,796 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
570100,11231,3,"50,76",https://www.otodom.pl/pl/oferta/20min-do-centrum-czynsz-332zl-wysoki-standard-ID4o1Oi,"50,76 m²",pełna własność,3 ,do wykończenia,2/2,balkon,332 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
669000,17840,2,"37,5",https://www.otodom.pl/pl/oferta/mieszkanie-37-5m2-2-pokoje-srodmiescie-solec-ID4o1O7,"37,5 m²",spółdzielcze wł. prawo do lokalu,2 ,do remontu,10/10,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
423392,12254,2,"34,55",https://www.otodom.pl/pl/oferta/12min-do-metram-2-pokoje-blisko-ch-targowek-ID4o1NT,"34,55 m²",pełna własność,2 ,do wykończenia,1/2,balkon,233 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
2999999,23220,4,"129,2",https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-pola-mokotowskie-ID4o1NH,"129,2 m²",pełna własność,4 ,do zamieszkania,1/7,balkon,1 500 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
786000,15412,2,51,https://www.otodom.pl/pl/oferta/bezposrednio-ursynow-piekne-2-pokoje-kredyt-2-ID4o1MX,51 m²,pełna własność,2 ,do zamieszkania,2/6,balkon,688 zł,Zapytaj,Zapytaj,miejskie
960000,15116,3,"63,51",https://www.otodom.pl/pl/oferta/3pokoje-obok-parku-ID4o1MR,"63,51 m²",Zapytaj,3 ,Zapytaj,parter/4,balkon,Zapytaj,Zapytaj,Zapytaj,inne
550000,19848,1,"27,71",https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-warszawy-plac-grzybowski-ID4o1MP,"27,71 m²",pełna własność,Zapytaj,Zapytaj,> 10/15,Zapytaj,540 zł,Zapytaj,Zapytaj,miejskie
"652748,80",14080,2,"46,36",https://www.otodom.pl/pl/oferta/brodno-sloneczne-metro-652tys-zl-okazja-ID4o1MO,"46,36 m²",pełna własność,2 ,do wykończenia,5/8,"balkon, taras",560 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1499000,24177,2,62,https://www.otodom.pl/pl/oferta/apartament-2-pokojowy-rynek-nowego-miasta-ID4o1MK,62 m²,pełna własność,2 ,do zamieszkania,parter/3,Zapytaj,900 zł,Zapytaj,Zapytaj,miejskie
645000,14333,2,45,https://www.otodom.pl/pl/oferta/2-pokoje-ul-ryzowa-48-ID4o1MI,45 m²,pełna własność,2 ,do zamieszkania,1/7,"balkon, ogródek",Zapytaj,Zapytaj,Zapytaj,Zapytaj
1020000,17000,3,60,https://www.otodom.pl/pl/oferta/nowoczesne-3pok-z-duzym-balkonem-2xparking-komorka-ID4o1Mu,60 m²,pełna własność,3 ,do zamieszkania,1/2,balkon,695 zł,garaż/miejsce parkingowe,tak,miejskie
754000,16499,3,"45,7",https://www.otodom.pl/pl/oferta/3-osobne-pokoje-45-7m2-mokotow-ul-czerniakowska-ID4o1M6,"45,7 m²",pełna własność,3 ,do zamieszkania,2/4,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
1106600,11000,4,"100,6",https://www.otodom.pl/pl/oferta/mieszkanie-100-60-m-warszawa-ID4o1Lz,"100,6 m²",Zapytaj,4 ,Zapytaj,3/4,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
900000,19798,2,"45,46",https://www.otodom.pl/pl/oferta/mieszkanie-45-m-na-jana-kazimierza-ID4o1Lj,"45,46 m²",pełna własność,2 ,do wykończenia,Zapytaj,balkon,520 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1250000,17361,4,72,https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-z-ogrodem-w-cichej-okolicy-ID4o1KO,72 m²,pełna własność,4 ,do zamieszkania,parter/2,"ogródek, taras",500 zł,garaż/miejsce parkingowe,Zapytaj,gazowe
737000,12930,3,57,https://www.otodom.pl/pl/oferta/3-pokoje-57m2-balkon-balaton-ID4o1IC,57 m²,Zapytaj,3 ,do zamieszkania,> 10/15,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie
999000,18881,2,"52,91",https://www.otodom.pl/pl/oferta/dwa-pokoje-z-widokiem-na-patio-ID4o1Hu,"52,91 m²",pełna własność,2 ,do zamieszkania,2/4,balkon,950 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
770000,16156,3,"47,66",https://www.otodom.pl/pl/oferta/3-pokoje-pietro-4-tramwaj-100m-garaz-ID4o1GT,"47,66 m²",pełna własność,3 ,do wykończenia,4/5,balkon,520 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
390000,10986,2,"35,5",https://www.otodom.pl/pl/oferta/sprzedam-lokal-35-5-m-ID4o1GJ,"35,5 m²",pełna własność,2 ,do zamieszkania,suterena/3,Zapytaj,230 zł,Zapytaj,Zapytaj,elektryczne
720000,12698,3,"56,7",https://www.otodom.pl/pl/oferta/bielany-3-pokoje-56-7m2-sprzedam-ID4o1Gt,"56,7 m²",Zapytaj,3 ,do remontu,6/15,balkon,870 zł,Zapytaj,tak,miejskie
398000,22111,1,18,https://www.otodom.pl/pl/oferta/kawalerka-dla-singla-18-m2-super-lokalizacja-ID4o1EE,18 m²,Zapytaj,Zapytaj,do zamieszkania,6/10,Zapytaj,300 zł,Zapytaj,Zapytaj,Zapytaj
